Artista,Prodotto,Reported Royalty,Percentuale Royalties,Importo Artista
I miei migliori complimenti,Inter - Cagliari,0.0025336146,8.00%,0.00020268916800000002
I miei migliori complimenti,Inter - Cagliari,0.0018850993,8.00%,0.000150807944
I miei migliori complimenti,Inter - Cagliari,0.0334966515,8.00%,0.00267973212
I miei migliori complimenti,Inter - Cagliari,0.0036198702,8.00%,0.000289589616
I miei migliori complimenti,Inter - Cagliari,0.0180934311,8.00%,0.0014474744880000002
I miei migliori complimenti,Inter - Cagliari,0.0075516089,8.00%,0.0006041287120000001
I miei migliori complimenti,Inter - Cagliari,0.023999365,8.00%,0.0019199492
I miei migliori complimenti,Inter - Cagliari,0.0293325577,8.00%,0.002346604616
I miei migliori complimenti,Inter - Cagliari,0.0053331926,8.00%,0.000426655408
I miei migliori complimenti,Inter - Cagliari,0.0053331926,8.00%,0.000426655408
I miei migliori complimenti,Inter - Cagliari,0.0353304827,8.00%,0.002826438616
I miei migliori complimenti,Inter - Cagliari,0.0247526261,8.00%,0.001980210088
I miei migliori complimenti,Inter - Cagliari,0.0065255494,8.00%,0.000522043952
I miei migliori complimenti,Inter - Cagliari,0.0011265398,8.00%,9.0123184e-05
I miei migliori complimenti,Inter - Cagliari,0.0035355401,8.00%,0.000282843208
I miei migliori complimenti,Inter - Cagliari,0.0040539653,8.00%,0.00032431722400000005
I miei migliori complimenti,Inter - Cagliari,0.0001128582,8.00%,9.028656e-06
I miei migliori complimenti,Inter - Cagliari,0.0007268426,8.00%,5.8147408e-05
I miei migliori complimenti,Inter - Cagliari,0.0009962219,8.00%,7.9697752e-05
I miei migliori complimenti,Inter - Cagliari,0.0135957178,8.00%,0.0010876574240000002
I miei migliori complimenti,Inter - Cagliari,0.0080135463,8.00%,0.0006410837040000001
I miei migliori complimenti,Inter - Cagliari,0.0128836424,8.00%,0.001030691392
I miei migliori complimenti,Inter - Cagliari,0.0003100394,8.00%,2.4803152e-05
I miei migliori complimenti,Inter - Cagliari,0.0030889852,8.00%,0.000247118816
I miei migliori complimenti,Inter - Cagliari,0.0015704438,8.00%,0.000125635504
I miei migliori complimenti,Proverbio Giapponese,0.1045398262,8.00%,0.008363186096000001
I miei migliori complimenti,Proverbio Giapponese,0.0014620308,8.00%,0.00011696246400000001
I miei migliori complimenti,Proverbio Giapponese,0.0020627185,8.00%,0.00016501748
I miei migliori complimenti,Proverbio Giapponese,0.0001128582,8.00%,9.028656e-06
I miei migliori complimenti,Proverbio Giapponese,0.001982099,8.00%,0.00015856792
testacoda,È proprio una cattiveria,0.0053331926,0.00%,0.0
testacoda,È proprio una cattiveria,0.0026665959,0.00%,0.0
testacoda,È proprio una cattiveria,0.0026665959,0.00%,0.0
testacoda,È proprio una cattiveria,0.0003100394,0.00%,0.0
Rokas,Fantasmi,0.0053331926,0.00%,0.0
Rokas,Fantasmi,0.0041254377,0.00%,0.0
Rokas,Fantasmi,0.0044163106,0.00%,0.0
Rokas,Fantasmi,0.0148657414,0.00%,0.0
Rokas,Fantasmi,0.0061779712,0.00%,0.0
testacoda,guasto,0.002229252,0.00%,0.0
testacoda,guasto,0.0026640988,0.00%,0.0
testacoda,guasto,0.002062404,0.00%,0.0
testacoda,guasto,2.17527e-05,0.00%,0.0
testacoda,guasto,0.0059117667,0.00%,0.0
testacoda,guasto,0.0053332597,0.00%,0.0
testacoda,guasto,0.0003287047,0.00%,0.0
testacoda,guasto,3.83985e-05,0.00%,0.0
testacoda,guasto,0.0100519061,0.00%,0.0
testacoda,guasto,0.0036198702,0.00%,0.0
testacoda,guasto,0.012561244,0.00%,0.0
testacoda,guasto,0.0026665959,0.00%,0.0
testacoda,guasto,0.0079997886,0.00%,0.0
testacoda,guasto,0.0053331926,0.00%,0.0
testacoda,guasto,0.0026665959,0.00%,0.0
testacoda,guasto,0.0106663846,0.00%,0.0
testacoda,guasto,0.0008449046,0.00%,0.0
testacoda,guasto,0.0036649163,0.00%,0.0
testacoda,guasto,0.0176652414,0.00%,0.0
testacoda,guasto,0.0082508754,0.00%,0.0
testacoda,guasto,0.0008838854,0.00%,0.0
testacoda,guasto,7.5239e-05,0.00%,0.0
testacoda,guasto,0.0089194445,0.00%,0.0
testacoda,guasto,0.0008526082,0.00%,0.0
testacoda,guasto,0.0155379629,0.00%,0.0
testacoda,guasto,0.0035615764,0.00%,0.0
testacoda,guasto,0.0046334786,0.00%,0.0
I miei migliori complimenti,Le femmine i maschi,0.0019850815,8.00%,0.00015880651999999998
I miei migliori complimenti,Le femmine i maschi,0.0026640988,8.00%,0.00021312790400000001
I miei migliori complimenti,Le femmine i maschi,0.0016897604,8.00%,0.000135180832
I miei migliori complimenti,Le femmine i maschi,1.0876e-05,8.00%,8.7008e-07
I miei migliori complimenti,Le femmine i maschi,1.0876e-05,8.00%,8.7008e-07
I miei migliori complimenti,Le femmine i maschi,0.002051595,8.00%,0.00016412759999999998
I miei migliori complimenti,Le femmine i maschi,0.0017777532,8.00%,0.000142220256
I miei migliori complimenti,Le femmine i maschi,0.002154987,8.00%,0.00017239896000000002
I miei migliori complimenti,Le femmine i maschi,0.0008888766,8.00%,7.1110128e-05
I miei migliori complimenti,Le femmine i maschi,0.0028733159,8.00%,0.000229865272
I miei migliori complimenti,Le femmine i maschi,0.0059117667,8.00%,0.00047294133600000006
I miei migliori complimenti,Le femmine i maschi,0.0004444383,8.00%,3.5555064e-05
I miei migliori complimenti,Le femmine i maschi,0.0001151962,8.00%,9.215696e-06
I miei migliori complimenti,Le femmine i maschi,0.0381972441,8.00%,0.003055779528
I miei migliori complimenti,Le femmine i maschi,0.020103813,8.00%,0.0016083050400000003
I miei migliori complimenti,Le femmine i maschi,0.0341764812,8.00%,0.002734118496
I miei migliori complimenti,Le femmine i maschi,0.0083741627,8.00%,0.000669933016
I miei migliori complimenti,Le femmine i maschi,0.0003770202,8.00%,3.0161616e-05
I miei migliori complimenti,Le femmine i maschi,0.0036198702,8.00%,0.000289589616
I miei migliori complimenti,Le femmine i maschi,0.0075516089,8.00%,0.0006041287120000001
I miei migliori complimenti,Le femmine i maschi,0.028145338,8.00%,0.00225162704
I miei migliori complimenti,Le femmine i maschi,0.0041870814,8.00%,0.000334966512
I miei migliori complimenti,Le femmine i maschi,0.014072669,8.00%,0.00112581352
I miei migliori complimenti,Le femmine i maschi,0.0133329805,8.00%,0.00106663844
I miei migliori complimenti,Le femmine i maschi,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le femmine i maschi,0.0079997886,8.00%,0.000639983088
I miei migliori complimenti,Le femmine i maschi,0.0053331926,8.00%,0.000426655408
I miei migliori complimenti,Le femmine i maschi,0.0159995772,8.00%,0.001279966176
I miei migliori complimenti,Le femmine i maschi,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le femmine i maschi,0.0213327691,8.00%,0.001706621528
I miei migliori complimenti,Le femmine i maschi,0.0079997886,8.00%,0.000639983088
I miei migliori complimenti,Le femmine i maschi,0.0041254377,8.00%,0.000330035016
I miei migliori complimenti,Le femmine i maschi,0.0002816351,8.00%,2.2530808e-05
I miei migliori complimenti,Le femmine i maschi,0.0044163106,8.00%,0.000353304848
I miei migliori complimenti,Le femmine i maschi,0.0020627185,8.00%,0.00016501748
I miei migliori complimenti,Le femmine i maschi,0.0014620308,8.00%,0.00011696246400000001
I miei migliori complimenti,Le femmine i maschi,0.0088326211,8.00%,0.000706609688
I miei migliori complimenti,Le femmine i maschi,0.0020627185,8.00%,0.00016501748
I miei migliori complimenti,Le femmine i maschi,0.0022530795,8.00%,0.00018024636
I miei migliori complimenti,Le femmine i maschi,0.0014081749,8.00%,0.000112653992
I miei migliori complimenti,Le femmine i maschi,0.0132489308,8.00%,0.001059914464
I miei migliori complimenti,Le femmine i maschi,0.0330035014,8.00%,0.0026402801120000005
I miei migliori complimenti,Le femmine i maschi,0.0001504773,8.00%,1.2038184e-05
I miei migliori complimenti,Le femmine i maschi,0.001771885,8.00%,0.0001417508
I miei migliori complimenti,Le femmine i maschi,7.5239e-05,8.00%,6.01912e-06
I miei migliori complimenti,Le femmine i maschi,0.0020269826,8.00%,0.00016215860799999998
I miei migliori complimenti,Le femmine i maschi,0.0019924438,8.00%,0.000159395504
I miei migliori complimenti,Le femmine i maschi,0.0009962219,8.00%,7.9697752e-05
I miei migliori complimenti,Le femmine i maschi,0.0018117696,8.00%,0.000144941568
I miei migliori complimenti,Le femmine i maschi,0.0008903943,8.00%,7.1231544e-05
I miei migliori complimenti,Le femmine i maschi,0.0029731484,8.00%,0.00023785187199999998
I miei migliori complimenti,Le femmine i maschi,0.0030889852,8.00%,0.000247118816
I miei migliori complimenti,Le femmine i maschi,0.007768981,8.00%,0.0006215184800000001
I miei migliori complimenti,Le femmine i maschi,0.0077224638,8.00%,0.000617797104
I miei migliori complimenti,Le femmine i maschi,0.0003100394,8.00%,2.4803152e-05
I miei migliori complimenti,Le femmine i maschi,0.0044519699,8.00%,0.000356157592
I miei migliori complimenti,Le femmine i maschi,0.0194224538,8.00%,0.001553796304
I miei migliori complimenti,Le femmine i maschi,0.0178388898,8.00%,0.0014271111840000001
I miei migliori complimenti,Le femmine i maschi,0.0030889852,8.00%,0.000247118816
I miei migliori complimenti,Le femmine i maschi,0.001942245,8.00%,0.0001553796
I miei migliori complimenti,Le femmine i maschi,0.0030889852,8.00%,0.000247118816
I miei migliori complimenti,Le femmine i maschi,0.0097112269,8.00%,0.000776898152
I miei migliori complimenti,Le femmine i maschi,0.0017807878,8.00%,0.00014246302400000002
I miei migliori complimenti,Le femmine i maschi,0.0049552474,8.00%,0.00039641979200000005
I miei migliori complimenti,Le femmine i maschi,0.0086950315,8.00%,0.00069560252
I miei migliori complimenti,Le femmine i maschi,0.0071751395,8.00%,0.00057401116
I miei migliori complimenti,Le femmine i maschi,0.0288157762,8.00%,0.0023052620960000002
I miei migliori complimenti,Le femmine i maschi,0.0208912874,8.00%,0.001671302992
I miei migliori complimenti,Le femmine i maschi,0.0047834263,8.00%,0.000382674104
I miei migliori complimenti,Le femmine i maschi,0.0089534089,8.00%,0.000716272712
I miei migliori complimenti,Le femmine i maschi,0.0090997184,8.00%,0.000727977472
I miei migliori complimenti,Le femmine i maschi,0.005796688,8.00%,0.00046373504000000006
I miei migliori complimenti,Le femmine i maschi,0.0047834263,8.00%,0.000382674104
I miei migliori complimenti,Le femmine i maschi,0.0159245076,8.00%,0.001273960608
I miei migliori complimenti,Le femmine i maschi,0.0011191262,8.00%,8.953009600000001e-05
I miei migliori complimenti,Le femmine i maschi,0.0028983436,8.00%,0.000231867488
I miei migliori complimenti,Le femmine i maschi,0.0047834263,8.00%,0.000382674104
I miei migliori complimenti,Le femmine i maschi,0.0047834263,8.00%,0.000382674104
I miei migliori complimenti,Da Paura,0.0019850815,8.00%,0.00015880651999999998
I miei migliori complimenti,Da Paura,0.0025336146,8.00%,0.00020268916800000002
I miei migliori complimenti,Da Paura,0.0004444383,8.00%,3.5555064e-05
I miei migliori complimenti,Da Paura,0.0040207629,8.00%,0.000321661032
I miei migliori complimenti,Da Paura,0.0037758045,8.00%,0.00030206436
I miei migliori complimenti,Da Paura,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Da Paura,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Da Paura,0.0044163106,8.00%,0.000353304848
I miei migliori complimenti,Da Paura,0.0041254377,8.00%,0.000330035016
I miei migliori complimenti,Da Paura,0.0015444926,8.00%,0.000123559408
I miei migliori complimenti,Da Paura,0.005826736,8.00%,0.00046613888
I miei migliori complimenti,Da Paura,0.0029731484,8.00%,0.00023785187199999998
I miei migliori complimenti,Da Paura,7.75101e-05,8.00%,6.200808e-06
I miei migliori complimenti,Da Paura,0.0028983436,8.00%,0.000231867488
I miei migliori complimenti,Da Paura,0.0149223482,8.00%,0.001193787856
I miei migliori complimenti,Da Paura,0.0128912678,8.00%,0.001031301424
Rokas,Mostri,0.0020627185,0.00%,0.0
Rokas,Mostri,0.0020269826,0.00%,0.0
Rokas,Mostri,0.0089194445,0.00%,0.0
Rokas,Mostri,0.0069373463,0.00%,0.0
Rokas,Mostri,0.0030889852,0.00%,0.0
Rokas,Mostri,0.005826736,0.00%,0.0
testacoda,akira,0.0020627185,0.00%,0.0
testacoda,akira,0.0002816351,0.00%,0.0
testacoda,akira,0.0009910494,0.00%,0.0
testacoda,morsi,0.0053281983,0.00%,0.0
testacoda,morsi,0.0004444383,0.00%,0.0
testacoda,morsi,0.0018099351,0.00%,0.0
testacoda,morsi,0.0053331926,0.00%,0.0
testacoda,morsi,0.0041254377,0.00%,0.0
testacoda,morsi,0.0044163106,0.00%,0.0
testacoda,morsi,0.0002816351,0.00%,0.0
testacoda,morsi,0.0015444926,0.00%,0.0
testacoda,morsi,7.75101e-05,0.00%,0.0
testacoda,morsi,0.011653472,0.00%,0.0
testacoda,morsi,0.0138746918,0.00%,0.0
testacoda,morsi,0.0045498592,0.00%,0.0
testacoda,morsi,0.0028983436,0.00%,0.0
testacoda,colla,0.0004444383,0.00%,0.0
testacoda,cani e chiodi,0.0004444383,0.00%,0.0
testacoda,cani e chiodi,0.002010381,0.00%,0.0
testacoda,cani e chiodi,0.0026665959,0.00%,0.0
I miei migliori complimenti,Strato,0.0019850815,8.00%,0.00015880651999999998
I miei migliori complimenti,Strato,1.0876e-05,8.00%,8.7008e-07
I miei migliori complimenti,Strato,0.0008888766,8.00%,7.1110128e-05
I miei migliori complimenti,Strato,0.0003839861,8.00%,3.0718888e-05
I miei migliori complimenti,Strato,0.0016890764,8.00%,0.000135126112
I miei migliori complimenti,Strato,0.0041870814,8.00%,0.000334966512
I miei migliori complimenti,Strato,0.0381972441,8.00%,0.003055779528
I miei migliori complimenti,Strato,0.0106663846,8.00%,0.000853310768
I miei migliori complimenti,Strato,0.0053331926,8.00%,0.000426655408
I miei migliori complimenti,Strato,0.0088326211,8.00%,0.000706609688
I miei migliori complimenti,Strato,0.0005632695,8.00%,4.506156e-05
I miei migliori complimenti,Strato,1.6827e-05,8.00%,1.34616e-06
I miei migliori complimenti,Strato,0.0017807878,8.00%,0.00014246302400000002
I miei migliori complimenti,Strato,0.0038844909,8.00%,0.000310759272
I miei migliori complimenti,Strato,0.0015444926,8.00%,0.000123559408
I miei migliori complimenti,Strato,0.009910494,8.00%,0.00079283952
I miei migliori complimenti,I just wasted another summer,0.0763944882,8.00%,0.006111559056
I miei migliori complimenti,I just wasted another summer,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,I just wasted another summer,0.0009962219,8.00%,7.9697752e-05
I miei migliori complimenti,I just wasted another summer,7.75101e-05,8.00%,6.200808e-06
I miei migliori complimenti,I just wasted another summer,0.001942245,8.00%,0.0001553796
I miei migliori complimenti,I just wasted another summer,0.001982099,8.00%,0.00015856792
testacoda,svegliami,0.0044163106,0.00%,0.0
testacoda,svegliami,0.0002816351,0.00%,0.0
testacoda,svegliami,0.0008838854,0.00%,0.0
testacoda,svegliami,0.0015444926,0.00%,0.0
testacoda,svegliami,0.0009910494,0.00%,0.0
testacoda,svegliami,0.001942245,0.00%,0.0
testacoda,svegliami,0.0014491722,0.00%,0.0
Rokas featuring I miei migliori complimenti,Pesci rossi,0.0160830501,0.00%,0.0
Rokas featuring I miei migliori complimenti,Pesci rossi,0.0148657414,0.00%,0.0
Rokas,Mostri contro fantasmi,0.002229252,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026640988,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026640988,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0021731038,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0001278758,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0236055218,0.00%,0.0
Rokas,Mostri contro fantasmi,0.015984595,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0021731038,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0006393808,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039701622,0.00%,0.0
Rokas,Mostri contro fantasmi,6.52574e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0033795208,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0021728911,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0016897604,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0041031893,0.00%,0.0
Rokas,Mostri contro fantasmi,3.83985e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008445382,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0016890764,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004444383,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0537770348,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004558635,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0150849078,0.00%,0.0
Rokas,Mostri contro fantasmi,0.025336144,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0002303915,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0003287047,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008445382,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004444383,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008445382,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004444383,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008445382,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000718329,0.00%,0.0
Rokas,Mostri contro fantasmi,3.83985e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008445382,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008445382,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008888766,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0017777532,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0028733159,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0057776979,0.00%,0.0
Rokas,Mostri contro fantasmi,3.83985e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0067563049,0.00%,0.0
Rokas,Mostri contro fantasmi,0.002010381,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0180934311,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0003770202,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0036198702,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0037758045,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0040207629,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0248430349,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1465478501,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0188790214,0.00%,0.0
Rokas,Mostri contro fantasmi,0.2190021444,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1306747823,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0049012576,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0040207629,0.00%,0.0
Rokas,Mostri contro fantasmi,0.002010381,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0040207629,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026665959,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026665959,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026665959,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0159995772,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0266659618,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0053331926,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0053331926,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026665959,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026665959,0.00%,0.0
